"gid","szs","szsq","szq","xzjb","yygs"
35190,广西壮族自治区,崇左市,宁明县,,
35191,广西壮族自治区,崇左市,龙州县,,
35192,广西壮族自治区,崇左市,扶绥县,,
35193,广西壮族自治区,崇左市,扶绥县,,
35194,广西壮族自治区,防城港市,上思县,,
35195,广西壮族自治区,贵港市,桂平市,,
35196,广西壮族自治区,贵港市,平南县,,
35197,广西壮族自治区,梧州市,藤县,,
35198,广西壮族自治区,梧州市,岑溪市,,
35199,广西壮族自治区,防城港市,东兴末站,,
35200,贵州省,六盘水市,六枝特区,,
35201,贵州省,六盘水市,水城区,,
35202,贵州省,毕节市,七星关区,,
35203,贵州省,遵义市,绥阳县,,
35204,贵州省,遵义市,凤冈县,,
35205,贵州省,铜仁市,碧江区,,
35206,贵州省,黔东南苗族侗族自治州,凯里市,,
35207,贵州省,黔东南苗族侗族自治州,麻江县,,
35208,贵州省,黔东南布依族苗族自治州,瓮安县,,
35209,四川省,攀枝花市,仁和区,,
35210,云南省,红河哈尼族彝族自治州,个旧市,,
35211,云南省,昭通市,昭阳区,,
35212,西藏自治区,拉萨市,当雄县,,
35213,西藏自治区,拉萨市,堆龙德庆区,,
35215,青海省,海西蒙古族藏族自治州,大柴旦行政委员会,,
35216,青海省,海西蒙古族藏族自治区,茫崖市,,
35217,新疆维吾尔自治区,阿克苏地区,库车市,,
35218,新疆维吾尔自治区,阿克苏地区,新和县,,
