"gid","mc","bm","x","y","czfl","szs","szsq","szq","xzjb","yygs"
22255,"58#","010102007000143",106.72419582625213,28.273958836544747,阀室,贵州省,遵义市,桐梓县,国家,""
21726,"139#","010102007000160",115.32203900429364,27.737791224188282,阀室,江西省,吉安市,新干县,国家,中石油
21727,"91#","010102007000161",108.40180013857156,34.53870174054169,阀室,陕西省,咸阳市,礼泉县,国家,中石油
21728,"79#","010102007000162",106.67267947400208,35.80584040347976,阀室,宁夏回族自治区,固原市,彭阳县,国家,中石油
21729,"152#","010102007000163",114.29094578618725,25.04082931201555,阀室,广东省,韶关市,南雄市,国家,中石油
28902,佳木斯中燃滨江路站,"010201020001082",130.31388013568372,46.8267644401597,LNG气化站,黑龙江省,佳木斯市,向阳区,,
21747,"2#","010102007000181",116.83049894247137,39.33775837670895,阀室,天津市,天津市,武清区,国家,中石油
21750,"160#","010102007000182",113.57456686699065,23.858894621654873,阀室,广东省,清远市,佛冈县,国家,中石油
21752,"4#","010102007000183",107.89744850526898,37.71558880821894,阀室,陕西省,榆林市,定边县,国家,中石油
21754,"1#","010102007000184",116.30370171242565,39.198095418842456,阀室,河北省,廊坊市,固安县,国家,中石油
21757,"5#","010102007000185",116.89630195277802,38.78658858927163,阀室,天津市,天津市,静海区,国家,中石油
21792,"32#","010102007000216",115.66260911946245,38.531055753977206,阀室,河北省,保定市,蠡县,国家,中石油
23152,"11#","010102007001398",109.84948611118595,39.83523268831553,阀室,内蒙古自治区,鄂尔多斯市,东胜区,国家,中石油
21794,"141#","010102007000218",115.03951611116969,27.32158721193204,阀室,江西省,吉安市,吉水县,国家,中石油
21753,杨芬港阀室,"010102007000219",116.77664694982137,39.108645074808514,阀室,河北省,廊坊市,霸州市,国家,中石油
21782,"201#阀室","010102007000220",118.97822522558914,32.07767035113159,阀室,江苏省,南京市,栖霞区,国家,中石油
21756,"202#阀室","010102007000221",118.82541053537832,31.92058259581802,阀室,江苏省,南京市,江宁区,国家,中石油
21759,"206#阀室","010102007000222",118.58534878599764,31.59852196037069,阀室,安徽省,马鞍山市,雨山区,国家,中石油
21748,"303#阀室","010102007000223",119.80095427462943,31.322873318214103,阀室,江苏省,无锡市,宜兴市,国家,中石油
21795,"8#","010102007000224",109.3931758914929,39.177942849856805,阀室,内蒙古自治区,鄂尔多斯市,乌审旗,国家,中石油
21796,袁家林,"010102007000225",116.30453916235764,30.41777484796537,阀室,安徽省,安庆市,太湖县,国家,中石化
21797,"158#","010102007000226",113.76785812934432,24.08269901010082,阀室,广东省,清远市,英德市,国家,中石油
21798,李家湾,"010102007000227",120.38421274839098,30.770893800119325,阀室,浙江省,湖州市,南浔区,国家,中石化
21803,"11#","010102007000228",111.52771689960137,38.22110412847096,阀室,山西省,吕梁市,岚县,国家,中石油
21804,"5#","010102007000229",110.4105233029207,38.11359881993642,阀室,陕西省,榆林市,佳县,国家,中石油
21805,"4#","010102007000230",110.2759298935076,38.16457340506466,阀室,陕西省,榆林市,佳县,国家,中石油
21806,"12#","010102007000231",111.69858264705007,38.23771958428641,阀室,山西省,吕梁市,岚县,国家,中石油
22113,"55#","010102007000232",102.5816758514135,37.816118739623704,阀室,甘肃省,武威市,凉州区,国家,""
21808,"7#","010102007000233",110.71546144500259,38.07456846674198,阀室,山西省,吕梁市,临县,国家,中石油
21809,"8#","010102007000234",110.84880311405102,38.06688201056672,阀室,山西省,吕梁市,临县,国家,中石油
21810,"6#","010102007000235",110.56850174923483,38.10243100735014,阀室,山西省,吕梁市,临县,国家,中石油
29041,广东德鸿塑化科技,"010201020001141",114.1200306198456,22.9572629665136,LNG气化站,广东省,东莞市,樟木头镇,,
21812,"3#","010102007000236",110.15098443875493,38.23733307565427,阀室,陕西省,榆林市,佳县,国家,中石油
21816,"1#","010102007000237",109.84366887742587,38.26576133516289,阀室,陕西省,榆林市,榆阳区,国家,中石油
28918,庄河中燃庄打路站,"010201020001098",122.9462962188378,39.66898405500813,LNG气化站,辽宁省,大连市,庄河市,,
21834,公主岭,"010102007000244",124.81728965507962,43.18127730736109,阀室,吉林省,长春市,公主岭市,国家,中石油
21835,柳河,"010102007000245",125.68612853145945,42.267496634603404,阀室,吉林省,通化市,柳河县,国家,中石油
21836,二道江,"010102007000246",126.06343096341185,41.83159885763432,阀室,吉林省,通化市,二道江区,国家,中石油
21837,梨树,"010102007000247",124.55871995093456,43.243348222012116,阀室,吉林省,四平市,梨树县,国家,中石油
21838,梅河口,"010102007000248",125.66591715801565,42.37862829505446,阀室,吉林省,通化市,梅河口市,国家,中石油
21839,平谷,"010102007000249",116.95069356970738,40.20272401471701,阀室,北京市,北京市,平谷区,国家,中石油
23184,黑疙瘩乡,"010102007001428",112.80976898844031,39.39119132980534,阀室,山西省,朔州市,山阴县,国家,中石油
23188,"8#","010102007001431",114.81437808887546,34.85297925100002,阀室,河南省,开封市,兰考县,国家,中石油
21848,濮阳,"010102007000272",115.16937494448796,35.53861765389797,阀室,河南省,濮阳市,濮阳县,国家,中石化
21849,榆阳,"010102007000273",110.10648212685342,38.42658687837303,阀室,陕西省,榆林市,榆阳区,国家,中石化
21869,太和分输站,"010102005000381",115.43962768267076,33.44949512348087,分输站,安徽省,阜阳市,太和县,国家,""
21850,"9#","010102007000274",111.2462056523195,38.1046430722473,阀室,山西省,吕梁市,兴县,国家,中石油
21851,东明,"010102007000275",115.06488938120417,35.14817387927456,阀室,山东省,菏泽市,东明县,国家,中石化
29043,东莞捷鸿包装制品,"010201020001143",113.9634213544531,23.03437902558571,LNG气化站,广东省,东莞市,横沥镇,,
29088,汕头潮南环呈钢梁膜布加工厂,"010201020001188",116.3793072534232,23.19855547804118,LNG气化站,广东省,汕头市,潮南区,,
21872,"72#","010102007000296",106.94520374880621,37.37625726645212,阀室,宁夏回族自治区,吴忠市,盐池县,国家,""
21873,"71#","010102007000297",106.75848167478414,37.37164774185193,阀室,宁夏回族自治区,吴忠市,盐池县,国家,""
27883,福州连江华润燃气兴港路加气站,"010201020000065",119.72141911592715,26.31609257577678,LNG气化站,福建省,福州市,连江县,,
27909,江门华昌石材,"010201020000091",113.08862714618958,22.538200633742576,LNG气化站,广东省,江门市,江海区,,
29087,南宁万冠站/南宁新世乐加油站,"010201020001187",108.36493721916044,22.691926533576087,LNG气化站,广西壮族自治区,南宁市,良庆区,,
22580,B039,"010102007001462",115.49344375259085,38.12045300010067,阀室,河北省,衡水市,深州市,国家,中石油
22861,B033,"010102007001467",116.44173369308331,37.08857378983167,阀室,山东省,德州市,平原县,国家,中石油
22531,B024,"010102007001471",117.2277627485206,35.25893216175076,阀室,山东省,枣庄市,滕州市,国家,中石油
22532,B023,"010102007001472",117.4868499559312,35.01945286981122,阀室,山东省,枣庄市,山亭区,国家,中石油
22557,B022,"010102007001473",117.77345642504676,34.81146943205881,阀室,山东省,枣庄市,峄城区,国家,中石油
22492,B020,"010102007001474",117.93273144304814,34.478176480125924,阀室,江苏省,徐州市,邳州市,国家,中石油
22465,B018,"010102007001476",118.04645778162354,33.98506632302214,阀室,江苏省,宿迁市,宿豫区,国家,中石油
4955,"2#","010102007001517",112.19652928788533,30.749319041287627,阀室,湖北省,荆门市,沙洋县,,中石油
4956,"1#","010102007001518",112.18434024183121,30.56198485099252,阀室,湖北省,荆门市,沙洋县,,中石油
22208,"31#","010102007000583",105.68012182832273,32.434127253241144,阀室,四川省,广元市,利州区,国家,""
22209,"23#","010102007000584",105.63064759285186,33.57545521462237,阀室,甘肃省,陇南市,成县,国家,""
22210,"24#","010102007000585",105.64112197331922,33.38584083457771,阀室,甘肃省,陇南市,康县,国家,""
28038,梧州蒙山广投,"010201020000220",110.53353497997671,24.206715523880803,LNG气化站,广西壮族自治区,梧州市,蒙山县,,
21894,"8#","010102007000317",83.35437931558234,44.57884051125185,阀室,新疆维吾尔自治区,博尔塔拉蒙古自治州,精河县,国家,""
21895,"115#","010102007000318",115.72248515332231,33.285597056845184,阀室,安徽省,阜阳市,太和县,国家,""
21896,"121#","010102007000319",116.87225466886642,32.82501843408693,阀室,安徽省,淮南市,潘集区,国家,""
21897,"17#","010102007000320",90.3536872593003,41.75607058581674,阀室,新疆维吾尔自治区,吐鲁番市,鄯善县,国家,""
28919,佳木斯中燃新生街站,"010201020001099",130.25785391821222,46.80400231971652,LNG气化站,黑龙江省,佳木斯市,郊区,,
21902,"3#","010102007000325",85.52536769666288,41.79293484685662,阀室,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,国家,""
21903,"29#","010102007000326",91.17576058938717,42.40499419739252,阀室,新疆维吾尔自治区,吐鲁番市,鄯善县,国家,""
21904,"19#","010102007000327",91.1209367983645,41.63744463890828,阀室,新疆维吾尔自治区,吐鲁番市,鄯善县,国家,""
22160,"46#","010102007000538",99.94842555255649,38.91283871521946,阀室,甘肃省,张掖市,肃南裕固族自治县,国家,""
22161,"42#","010102007000539",95.52481885088304,40.561878342842164,阀室,甘肃省,酒泉市,瓜州县,国家,""
22162,"33#","010102007000540",92.48903715540641,42.05709666977095,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22164,"70#","010102007000541",104.70915500903746,37.42979675390483,阀室,宁夏回族自治区,中卫市,沙坡头区,国家,""
22165,"132#","010102007000542",120.19720177347861,31.585904310672188,阀室,江苏省,无锡市,惠山区,国家,""
22166,"138#","010102007000543",121.05594878820874,31.27440851611362,阀室,江苏省,苏州市,昆山市,国家,""
22167,"36#","010102007000544",93.8580439035868,41.47706644232384,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22168,"9#","010102007000545",86.55687325226447,41.67937474202939,阀室,新疆维吾尔自治区,巴音郭楞蒙古自治州,博湖县,国家,""
22169,"31#","010102007000546",91.96842712757557,42.24279920989687,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22170,"25#","010102007000547",89.6274747440982,42.48537099403551,阀室,新疆维吾尔自治区,吐鲁番市,鄯善县,国家,""
22171,"35#","010102007000548",93.21729110376977,41.7672146284344,阀室,新疆维吾尔自治区,哈密市,伊州区,国家,""
22337,"5#","010102007000701",107.72565643576054,23.214286710389704,阀室,广西壮族自治区,南宁市,隆安县,国家,""
22338,"6#","010102007000702",107.6310054224931,23.269029158002454,阀室,广西壮族自治区,南宁市,隆安县,国家,""
22339,"7#","010102007000703",107.55217967564977,23.32328372381376,阀室,广西壮族自治区,百色市,平果市,国家,""
22340,"9#","010102007000704",107.39640939610186,23.44308435100934,阀室,广西壮族自治区,百色市,田东县,国家,""
22341,"1#","010102007000705",108.24122405807573,22.95260835029156,阀室,广西壮族自治区,南宁市,武鸣区,国家,""
22342,"2#","010102007000706",108.17397412787683,22.994997918074382,阀室,广西壮族自治区,南宁市,西乡塘区,国家,""
22343,"3#","010102007000707",107.90387040043672,23.124926598810976,阀室,广西壮族自治区,南宁市,隆安县,国家,""
22344,"4#","010102007000708",107.81231556733991,23.168938953743716,阀室,广西壮族自治区,南宁市,隆安县,国家,""
22381,"2#","010102007000746",121.0069323162404,31.442020929833497,阀室,江苏省,苏州市,昆山市,国家,""
22649,"27#","010102007000969",102.17025495760927,36.49876256878142,阀室,青海省,海东市,平安区,国家,中石油
22650,"26#","010102007000970",102.05156967791702,36.51826169125509,阀室,青海省,海东市,互助土族自治县,国家,中石油
22651,"35#","010102007000971",103.39737478924485,36.05594636315039,阀室,甘肃省,临夏回族自治州,永靖县,国家,中石油
22652,"23#","010102007000972",101.67356761197023,36.63546885786199,阀室,青海省,西宁市,城西区,国家,中石油
22692,"11#","010102007001001",114.81290165740035,31.711155492624282,阀室,河南省,信阳市,新县,国家,""
22977,"39#","010102007001233",116.3265454011802,39.40365007992335,阀室,河北省,廊坊市,固安县,国家,中石油
22980,郝家寨2,"010102007001234",113.68479282663671,39.63213692357601,阀室,山西省,大同市,浑源县,国家,中石油
22981,"148#","010102007001235",114.71462687081947,25.52498065856814,阀室,江西省,赣州市,南康区,国家,中石油
22982,"12#","010102007001236",115.52187233933205,35.15531776377022,阀室,山东省,菏泽市,定陶区,国家,中石油
22983,云彩岭,"010102007001237",114.55207170576212,39.476044232379095,阀室,河北省,保定市,涞源县,国家,中石油
22984,"14#","010102007001238",116.05050872529327,35.29744001893,阀室,山东省,菏泽市,巨野县,国家,中石油
22986,"13#","010102007001240",115.85136267870232,35.24755353929433,阀室,山东省,菏泽市,巨野县,国家,中石油
22987,"140#","010102007001241",115.1872460619879,27.53682752366688,阀室,江西省,吉安市,峡江县,国家,中石油
22989,"2#","010102007001242",119.84712445168803,32.480019764701304,阀室,江苏省,泰州市,海陵区,国家,中石油
22992,怀柔区,"010102007001243",116.67272993926407,40.26844831139294,阀室,北京市,北京市,怀柔区,国家,中石油
22993,"37#","010102007001244",115.32504300833297,40.63929305426341,阀室,河北省,张家口市,宣化区,国家,中石油
22994,"38#","010102007001245",115.49058831911977,40.594850761277065,阀室,河北省,张家口市,宣化区,国家,中石油
22995,小界则,"010102007001246",109.00869000591258,37.6981681532914,阀室,陕西省,榆林市,靖边县,国家,中石油
22996,"10#","010102007001247",118.50779177564416,39.855880576213444,阀室,河北省,唐山市,迁安市,国家,中石油
22997,"132#","010102007001248",115.7503363425247,29.695949161514175,阀室,江西省,九江市,瑞昌市,国家,中石油
22998,打雁峁,"010102007001249",109.1673068067457,37.8189601272311,阀室,陕西省,榆林市,横山区,国家,中石油
22985,"145#","010102007001239",114.70895462604453,26.220559264805228,阀室,江西省,吉安市,万安县,国家,中石油
23077,"155#","010102007001329",114.06185371777887,24.45752391528913,阀室,广东省,韶关市,翁源县,国家,中石油
23161,"23#","010102007001407",113.87902577852968,38.149256277887325,阀室,河北省,石家庄市,井陉县,国家,中石油
22530,B004,"010102007001484",119.59977051390247,32.651330460079805,阀室,江苏省,扬州市,高邮市,国家,中石油
22536,B009,"010102007001485",119.38244525821183,33.107375595328826,阀室,江苏省,扬州市,宝应县,国家,中石油
22485,B003,"010102007001488",119.62502088542296,32.449405621648594,阀室,江苏省,扬州市,江都区,国家,中石油
22929,"14#阀室","010102007001542",85.18812384087022,44.236741219576224,阀室,新疆维吾尔自治区,塔城地区,沙湾市,国家,中石油
22906,"16#阀室","010102007001543",86.21208017940286,44.01633940469131,阀室,新疆维吾尔自治区,昌吉回族自治州,玛纳斯县,国家,中石油
22163,"19#","010102007001544",87.1778686072322,43.75105775469897,阀室,新疆维吾尔自治区,昌吉回族自治州,昌吉市,国家,""
22734,"20#阀室","010102007001545",87.76820278799161,43.22847453668844,阀室,新疆维吾尔自治区,吐鲁番市,托克逊县,国家,中石油
27859,佛山高明精华荟站,"010201020000042",112.79485027888671,22.82874474177018,LNG气化站,广东省,佛山市,高明区,,
27902,韶关安顺达新丰城区站,"010201020000084",114.19398407725575,24.061874774307853,LNG气化站,广东省,韶关市,新丰县,,
27608,枣庄薛能,"010101003000069",117.44422172499354,34.85916702017335,液厂,山东省,枣庄市,薛城区,,
27612,内蒙汇能,"010101003000072",110.39501083953363,39.36385175958339,液厂,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,,
27628,宏基亿泰,"010101003000085",109.12950375376359,38.72469915051794,液厂,内蒙古自治区,鄂尔多斯市,乌审旗,,
27868,东莞官派加油站/东莞正邦站,"010201020000050",113.9880051815592,23.01156073998399,LNG气化站,广东省,东莞市,东莞市,,
28671,赣州深燃沙河加气站,"010201020000852",114.95609711201485,25.834784288909685,LNG气化站,江西省,赣州市,章贡区,,
29089,南宁万冠站/南宁新阳站,"010201020001189",108.29205889817472,22.822513118373934,LNG气化站,广西壮族自治区,南宁市,西乡塘区,,
29090,南宁万冠站/南宁正泰站,"010201020001190",107.99602652789378,22.92401938906456,LNG气化站,广西壮族自治区,南宁市,西乡塘区,,
27876,宁波象山塔柱头/台州黄岩热电,"010201020000058",121.33065991526455,28.688510805432173,LNG气化站,浙江省,台州市,黄岩区,,
27903,台州玉环浙江贝亚特新材料,"010201020000085",121.39659707433431,28.228664697118976,LNG气化站,浙江省,台州市,玉环市,,
27904,英德横石水服务区南站,"010201020000086",113.77099456713354,24.411744522500996,LNG气化站,广东省,清远市,英德市,,
27505,泸州胜利,"010101003000204",105.46849664704561,28.0790436515116,液厂,四川省,泸州市,叙永县,,
27956,肇庆金利奥米龙建材,"010201020000138",112.7708082582897,23.11719728751267,LNG气化站,广东省,肇庆市,高要区,,
27981,清远禾云高峰新材料,"010201020000163",112.90490783236719,23.915163982762024,LNG气化站,广东省,清远市,清新区,,
28031,南宁中燃七塘站/伶俐站,"010201020000213",108.74644370098552,22.830120868640964,LNG气化站,广西壮族自治区,南宁市,青秀区,,
28057,日照莒县望海大道中石油站,"010201020000239",118.84473455997428,35.54697460025454,LNG气化站,山东省,日照市,莒县,,
28178,岑溪恒兴大业站/岑溪恒兴乌峡站,"010201020000360",111.21596542663926,22.93375768769427,LNG气化站,广西壮族自治区,梧州市,岑溪市,,
28362,九江濂溪牯牛林加气站,"010201020000544",116.04521556545215,29.716966913238636,LNG气化站,江西省,九江市,濂溪区,,
28419,衡水故城明华苗圃,"010201020000601",115.94581984458736,37.378646956606026,LNG气化站,河北省,衡水市,故城县,,
28447,河源龙川华润马口莲储配站,"010201020000629",115.26074611942164,24.11077376535604,LNG气化站,广东省,河源市,龙川县,,
28511,武平中明站,"010201020000692",116.0898893681561,25.07259462293711,LNG气化站,福建省,龙岩市,武平县,,
28565,咸宁嘉鱼服务区蕲春方向中石化站,"010201020000746",113.96521393985103,29.92619736988876,LNG气化站,湖北省,咸宁市,嘉鱼县,,
28622,濮阳服务区广州方向加气站,"010201020000803",115.07692455213834,36.01203715140053,LNG气化站,河南省,濮阳市,清丰县,,
28623,龙口来福士船厂,"010201020000804",120.32388382995954,37.63624110398537,LNG气化站,山东省,烟台市,龙口市,,
28624,临沂沂南中石化129加气站,"010201020000805",118.38608877878657,35.37847014770882,LNG气化站,山东省,临沂市,沂南县,,
28625,临沂蒙阴佳宜中石化加气站,"010201020000806",117.95097486520652,35.69084785663137,LNG气化站,山东省,临沂市,蒙阴县,,
28645,淄博淄川服务区中石化第二加气站,"010201020000826",118.11606171488523,36.673431574851364,LNG气化站,山东省,淄博市,淄川区,,
28646,淄博齐鲁石化加气站,"010201020000827",118.39170450735166,36.81146378093022,LNG气化站,山东省,淄博市,临淄区,,
28647,张家口张北察北雪川工业园,"010201020000828",114.92774480107981,41.415589887440895,LNG气化站,河北省,张家口市,张北县,,
28648,营口利津盈科化学有限公司,"010201020000829",118.63993607424605,37.98579945111612,LNG气化站,山东省,东营市,利津县,,
28649,潍坊临朐实华中石化加气站,"010201020000830",118.55218467763088,36.5572396190544,LNG气化站,山东省,潍坊市,临朐县,,
28650,潍坊寒亭中石油杨家埠加气站,"010201020000831",119.229828859748,36.77347247296572,LNG气化站,山东省,潍坊市,寒亭区,,
27648,重庆恒盛,"010101003000097",106.31308371089861,29.3267049990653,液厂,重庆市,重庆市,九龙坡区,,
28695,荆州松滋盛源塑料站,"010201020000876",111.75069355771149,30.177295092243785,LNG气化站,湖北省,荆州市,松滋市,,
28696,荆州监利丰泰城西加气站,"010201020000877",112.89909961306891,29.842982482245475,LNG气化站,湖北省,荆州市,监利市,,
28705,来宾兴宾双利铝业站,"010201020000886",108.9482145864777,23.536739877774377,LNG气化站,广西壮族自治区,来宾市,兴宾区,,
28719,茂名高州协鑫站,"010201020000900",110.83165880489727,21.82780056163632,LNG气化站,广东省,茂名市,高州市,,
28720,六安叶集中国石化西环线综合加能站,"010201020000901",115.89593602645876,31.879904431714152,LNG气化站,安徽省,六安市,叶集区,,
28721,清远清新金山陶瓷,"010201020000902",112.90890702198374,23.894555161497905,LNG气化站,广东省,清远市,清新区,,
28722,清远清新昊晟陶瓷厂,"010201020000903",112.90190869510181,23.91916575233352,LNG气化站,广东省,清远市,清新区,,
28726,清远连州建滔玻璃纤维,"010201020000907",112.35435907474205,24.78087472362621,LNG气化站,广东省,清远市,连州市,,
28727,钦州那丽二号加气站,"010201020000908",108.81712429879666,21.86537578871663,LNG气化站,广西壮族自治区,钦州市,钦南区,,
28728,钦州浦北金浦燃气站,"010201020000909",109.5377835244697,22.269674866600734,LNG气化站,广西壮族自治区,钦州市,浦北县,,
28729,钦州金鼓江加气站,"010201020000910",108.62131432612458,21.74262258086117,LNG气化站,广西壮族自治区,钦州市,钦南区,,
28737,清远清新正茂燃气,"010201020000918",112.91590071287607,23.903755377962725,LNG气化站,广东省,清远市,清新区,,
28738,清远清新英超陶瓷,"010201020000919",112.91815865629557,23.91432192983161,LNG气化站,广东省,清远市,清新区,,
28739,清远清新顺昌陶瓷,"010201020000920",112.9059080854002,23.904259604330978,LNG气化站,广东省,清远市,清新区,,
28743,邵阳武冈深燃,"010201020000924",110.6276867006719,26.73104139864171,LNG气化站,湖南省,邵阳市,武冈市,,
28744,韶关始兴建滔积层板站,"010201020000925",114.03171836400843,24.963947182352776,LNG气化站,广东省,韶关市,始兴县,,
28746,韶关乐昌安顺达坪石加气站,"010201020000927",113.02877428620505,25.29652436512517,LNG气化站,广东省,韶关市,乐昌市,,
28750,梧州万秀水上加气站,"010201020000931",111.34217283317139,23.47637597402935,LNG气化站,广西壮族自治区,梧州市,万秀区,,
28751,梧州万秀莲花山加油站,"010201020000932",111.3245751850611,23.511673801364754,LNG气化站,广西壮族自治区,梧州市,万秀区,,
28755,随州随县中国石化铁山加油站,"010201020000936",113.59936209757093,32.345919425645064,LNG气化站,湖北省,随州市,随县,,
28758,襄阳枣阳中国石化枣津加油站,"010201020000939",112.6959967548894,32.146119556314936,LNG气化站,湖北省,襄阳市,枣阳市,,
28761,湘西古丈汉瑞新材料站,"010201020000942",110.05515195540113,28.565629941458287,LNG气化站,湖南省,湘西土家族苗族自治州,古丈县,,
28769,阳江华润港口站,"010201020000950",111.86204247362522,21.70408387630881,LNG气化站,广东省,阳江市,江城区,,
28781,永州江华深燃天然气站,"010201020000962",111.57435179127586,25.18828181191902,LNG气化站,湖南省,永州市,江华瑶族自治县,,
28783,肇庆广宁创成陶瓷,"010201020000964",112.7708082582897,23.11719728751267,LNG气化站,广东省,肇庆市,高要区,,
28787,湛江雷州牧原22场,"010201020000968",110.2072331730213,20.71173923757802,LNG气化站,广东省,湛江市,雷州市,,
28788,岳阳云溪中国石化岳云加油站,"010201020000969",113.25564171663822,29.472642709776387,LNG气化站,湖南省,岳阳市,云溪区,,
28789,岳阳平江长寿镇华润站,"010201020000970",113.91970168853818,28.699674834734353,LNG气化站,湖南省,岳阳市,平江县,,
28790,武穴中燃花桥站,"010201020000971",115.7072574143287,30.010300434192384,LNG气化站,湖北省,黄冈市,武穴市,,
28791,崇阳中燃正大站,"010201020000972",114.04499820650469,29.510673013996506,LNG气化站,湖北省,咸宁市,崇阳县,,
28792,丹江口中燃六里坪站,"010201020000973",110.95425774770455,32.55299046778811,LNG气化站,湖北省,十堰市,丹江口市,,
28793,防城港广西金川站,"010201020000974",108.44400862981617,21.55873909338262,LNG气化站,广西壮族自治区,防城港市,港口区,,
28879,濮阳服务区大庆方向中石化站,"010201020001060",115.07051020414937,36.005386749725325,LNG气化站,河南省,濮阳市,清丰县,,
28880,南阳内乡美锦加气站,"010201020001061",111.93161887696579,33.07517427645282,LNG气化站,河南省,南阳市,内乡县,,
28881,漯河舞阳美锦加气站,"010201020001062",113.57697513071689,33.4484001136142,LNG气化站,河南省,漯河市,舞阳县,,
27861,贵港小橙新奥城西立交加气站,"010201020000043",109.54475372735216,23.107641233926994,LNG气化站,广西壮族自治区,贵港市,港北区,,
28114,上饶铅山永平铜矿/婺源中燃,"010201020000296",117.83750453834651,29.258722575261622,LNG气化站,江西省,上饶市,婺源县,,
28379,三明大田京口站,"010201020000561",117.9071741388669,25.71105710041498,LNG气化站,福建省,三明市,大田县,,
28380,泉州达埔服务区右区加气站,"010201020000562",118.15482899404137,25.33276378858552,LNG气化站,福建省,泉州市,永春县,,
28685,广州南沙忠信站,"010201020000866",113.561967555057,22.815397662082557,LNG气化站,广东省,广州市,南沙区,,
28683,湖北阳新韦源口梁家塆站,"010201020000864",115.22717014974134,30.141054662499823,LNG气化站,湖北省,黄石市,阳新县,,
28684,贵港港北同济加油加气站,"010201020000865",109.6129640541978,23.154796159244935,LNG气化站,广西壮族自治区,贵港市,港北区,,
28686,揭阳榕城钢丰不锈钢实业站,"010201020000867",116.41072110150029,23.50816518790281,LNG气化站,广东省,揭阳市,榕城区,,
27515,北京西集,"010101003000206",116.80897584868674,39.79793692737456,液厂,北京市,北京市,通州区,,
27514,广西翅冀,"010101003000207",111.15887520440671,23.38420045161454,液厂,广西壮族自治区,梧州市,藤县,,
27509,大庆井口气,"010101003000208",124.98230972342883,46.791965025237445,液厂,黑龙江省,大庆市,让胡路区,,
27575,重庆永川,"010101003000209",105.88753953925061,29.20989757930484,液厂,重庆市,重庆市,永川区,,
27511,庆阳瑞华,"010101003000005",107.61508702686291,35.652187144877196,液厂,甘肃省,庆阳市,西峰区,,
27542,迁安九江,"010101003000022",118.7350379057803,40.114849100678725,液厂,河北省,唐山市,迁安市,,
27547,大庆庆然,"010101003000027",125.0750830561139,45.983744787831604,液厂,黑龙江省,大庆市,大同区,,
27548,内蒙中能,"010101003000028",112.19707043131825,40.92202813256464,液厂,内蒙古自治区,乌兰察布市,卓资县,,
27543,河北华气,"010101003000023",116.46551868065585,39.09703003625506,液厂,河北省,廊坊市,霸州市,,
27576,重庆合川,"010101003000210",106.37396816404515,30.212984023727515,液厂,重庆市,重庆市,合川区,,
27583,焦作豫北储备库,"010101003000211",112.99550572611633,35.144632154810516,液厂,河南省,焦作市,博爱县,,
27506,南阳蓝天储备库,"010101003000202",112.62342623844856,32.92952756703468,液厂,河南省,南阳市,宛城区,,
27507,华池绿源,"010101003000203",107.91130004621667,36.34505317415174,液厂,甘肃省,庆阳市,华池县,,
27518,内蒙圣圆鑫,"010101003000205",109.57152068770715,39.558750088741824,液厂,内蒙古自治区,鄂尔多斯市,伊金霍洛旗,,
29190,山西泽丰达,"010101003000179",110.97536842689605,38.60297478563181,液厂,山西省,吕梁市,兴县,,
21445,孝感分输站,"010102005000347",113.96071441575933,31.15708882208542,分输站,湖北省,孝感市,孝昌县,国家,""
21305,求雨岭分输清管站,"010102005000274",114.16237378951345,22.84293609140678,分输站,广东省,东莞市,东莞市,国家,中石油
21381,海沧分输站,"010102005000135",118.00083872907656,24.6849403203875,分输站,福建省,厦门市,集美区,国家,中石油
29749,滨海分输站,"010102005000281",118.6217961122573,37.3402323245136,分输站,山东省,东营市,东营区,国家,中石油
29747,青州分输站,"010102005000287",118.68649007059899,36.63863582864784,分输站,山东省,潍坊市,青州市,国家,中石油
29748,寿光分输站,"010102005000288",118.75463326498432,36.881957855764895,分输站,山东省,潍坊市,寿光市,国家,中石油
21431,诸暨分输站,"010102005000142",120.19371587090005,29.7022911245981,分输站,浙江省,绍兴市,诸暨市,国家,中石油
21403,奎屯分输站（12#阀室）,"010102005000133",84.71068666682943,44.344663903638974,分输站,新疆维吾尔自治区,塔城地区,乌苏市,国家,中石油
21102,增城分输清管站,"010102006000029",113.90706329089846,23.290202142353532,分输清管站,广东省,惠州市,博罗县,国家,中石油
29273,汪庄子站,"010102005000276",117.09793032567168,39.037403849215444,分输站,天津市,天津市,西青区,国家,中石油
29275,马莲湖分输站,"010102005000278",105.10366625398697,37.76554434155488,分输站,内蒙古自治区,阿拉善盟,阿拉善左旗,国家,中石油
29260,敦煌末站,"010102003000051",94.66011298208994,40.098643811039814,末站,甘肃省,酒泉市,敦煌市,国家,中石油
29286,阳信分输站,"010102005000280",117.55363179752091,37.65599837554746,分输站,山东省,滨州市,阳信县,国家,中石油
21563,衡水分输站,"010102005000194",115.80468744543478,37.74914990798731,分输站,河北省,衡水市,桃城区,国家,中石油
